Hashset - insert | Iterations: 1 Duration: 2.495000ms
Hashset - insert | Iterations: 1 Duration: 0.069000ms
Hashset - insert | Iterations: 1 Duration: 0.093000ms
Hashset - insert | Iterations: 1 Duration: 0.033000ms
Hashset - insert | Iterations: 1 Duration: 0.069000ms
Hashset - insert | Iterations: 1 Duration: 0.044000ms
Hashset - insert | Iterations: 1 Duration: 0.031000ms
Hashset - insert | Iterations: 1 Duration: 0.057000ms
Hashset - insert | Iterations: 1 Duration: 0.046000ms
Hashset - insert | Iterations: 1 Duration: 0.031000ms
Hashset - insert | Iterations: 1 Duration: 0.043000ms
Hashset - insert | Iterations: 1 Duration: 0.043000ms
Hashset - insert | Iterations: 1 Duration: 0.030000ms
Hashset - insert | Iterations: 1 Duration: 0.857000ms
Hashset - insert | Iterations: 1 Duration: 0.041000ms
Hashset - insert | Iterations: 1 Duration: 0.031000ms
Hashset - insert | Iterations: 1 Duration: 0.030000ms
Hashset - insert | Iterations: 1 Duration: 0.030000ms
Hashset - insert | Iterations: 1 Duration: 0.031000ms
Hashset - insert | Iterations: 1 Duration: 0.030000ms
Hashset - insert | Iterations: 1 Duration: 0.031000ms
Hashset - insert | Iterations: 1 Duration: 0.049000ms
Hashset - insert | Iterations: 1 Duration: 0.147000ms
Hashset - insert | Iterations: 1 Duration: 0.109000ms
Hashset - insert | Iterations: 1 Duration: 0.072000ms
Hashset - insert | Iterations: 1 Duration: 0.036000ms
Hashset - insert | Iterations: 1 Duration: 0.043000ms
Hashset - insert | Iterations: 1 Duration: 0.043000ms
Hashset - insert | Iterations: 1 Duration: 0.037000ms
Hashset - insert | Iterations: 1 Duration: 0.267000ms
Hashset - insert | Iterations: 1 Duration: 0.051000ms
Hashset - insert | Iterations: 1 Duration: 0.031000ms
Hashset - insert | Iterations: 1 Duration: 0.031000ms
Hashset - insert | Iterations: 1 Duration: 0.031000ms
Hashset - insert | Iterations: 1 Duration: 0.031000ms
Hashset - insert | Iterations: 1 Duration: 0.033000ms
Hashset - insert | Iterations: 1 Duration: 0.032000ms
Hashset - insert | Iterations: 1 Duration: 0.032000ms
Hashset - insert | Iterations: 1 Duration: 0.033000ms
Hashset - insert | Iterations: 1 Duration: 0.032000ms
Hashset - insert | Iterations: 1 Duration: 0.032000ms
Hashset - insert | Iterations: 1 Duration: 0.031000ms
Hashset - insert | Iterations: 1 Duration: 0.030000ms
Hashset - insert | Iterations: 1 Duration: 0.031000ms
Hashset - insert | Iterations: 1 Duration: 0.031000ms
Hashset - insert | Iterations: 1 Duration: 0.032000ms
Hashset - insert | Iterations: 1 Duration: 0.031000ms
Hashset - insert | Iterations: 1 Duration: 0.031000ms
Hashset - insert | Iterations: 1 Duration: 0.030000ms
Hashset - insert | Iterations: 1 Duration: 0.032000ms
Hashset - search | Iterations: 1 Duration: 0.235000ms
Hashset - search | Iterations: 1 Duration: 0.015000ms
Hashset - search | Iterations: 1 Duration: 0.016000ms
Hashset - search | Iterations: 1 Duration: 0.017000ms
Hashset - search | Iterations: 1 Duration: 0.017000ms
Hashset - search | Iterations: 1 Duration: 0.016000ms
Hashset - search | Iterations: 1 Duration: 0.016000ms
Hashset - search | Iterations: 1 Duration: 0.016000ms
Hashset - search | Iterations: 1 Duration: 0.016000ms
Hashset - search | Iterations: 1 Duration: 0.017000ms
Hashset - search | Iterations: 1 Duration: 0.016000ms
Hashset - search | Iterations: 1 Duration: 0.016000ms
Hashset - search | Iterations: 1 Duration: 0.017000ms
Hashset - search | Iterations: 1 Duration: 0.016000ms
Hashset - search | Iterations: 1 Duration: 0.017000ms
Hashset - search | Iterations: 1 Duration: 0.016000ms
Hashset - search | Iterations: 1 Duration: 0.016000ms
Hashset - search | Iterations: 1 Duration: 0.031000ms
Hashset - search | Iterations: 1 Duration: 0.015000ms
Hashset - search | Iterations: 1 Duration: 0.015000ms
Hashset - search | Iterations: 1 Duration: 0.021000ms
Hashset - search | Iterations: 1 Duration: 0.016000ms
Hashset - search | Iterations: 1 Duration: 0.016000ms
Hashset - search | Iterations: 1 Duration: 0.016000ms
Hashset - search | Iterations: 1 Duration: 0.016000ms
Hashset - search | Iterations: 1 Duration: 0.028000ms
Hashset - search | Iterations: 1 Duration: 0.030000ms
Hashset - search | Iterations: 1 Duration: 0.016000ms
Hashset - search | Iterations: 1 Duration: 0.016000ms
Hashset - search | Iterations: 1 Duration: 0.028000ms
Hashset - delete | Iterations: 1 Duration: 0.104000ms
Hashset - delete | Iterations: 1 Duration: 0.043000ms
Hashset - delete | Iterations: 1 Duration: 0.039000ms
Hashset - delete | Iterations: 1 Duration: 0.054000ms
Hashset - delete | Iterations: 1 Duration: 0.037000ms
Hashset - delete | Iterations: 1 Duration: 0.040000ms
Hashset - delete | Iterations: 1 Duration: 0.051000ms
Hashset - delete | Iterations: 1 Duration: 0.047000ms
Hashset - delete | Iterations: 1 Duration: 0.067000ms
Hashset - delete | Iterations: 1 Duration: 0.044000ms
Hashset - delete | Iterations: 1 Duration: 0.064000ms
Hashset - delete | Iterations: 1 Duration: 0.046000ms
Hashset - delete | Iterations: 1 Duration: 0.040000ms
Hashset - delete | Iterations: 1 Duration: 0.036000ms
Hashset - delete | Iterations: 1 Duration: 0.033000ms
Hashset - delete | Iterations: 1 Duration: 0.050000ms
Hashset - delete | Iterations: 1 Duration: 0.040000ms
Hashset - delete | Iterations: 1 Duration: 0.037000ms
Hashset - delete | Iterations: 1 Duration: 0.057000ms
Hashset - delete | Iterations: 1 Duration: 0.046000ms
Hashset - delete | Iterations: 1 Duration: 0.036000ms
Hashset - delete | Iterations: 1 Duration: 0.035000ms
Hashset - delete | Iterations: 1 Duration: 0.031000ms
Hashset - delete | Iterations: 1 Duration: 0.029000ms
Hashset - delete | Iterations: 1 Duration: 0.033000ms
Hashset - delete | Iterations: 1 Duration: 0.040000ms
Hashset - delete | Iterations: 1 Duration: 0.033000ms
Hashset - delete | Iterations: 1 Duration: 0.038000ms
Hashset - delete | Iterations: 1 Duration: 0.033000ms
Hashset - delete | Iterations: 1 Duration: 0.037000ms
Red Black Tree - insert | Iterations: 1 Duration: 0.673000ms
Red Black Tree - insert | Iterations: 2 Duration: 0.170000ms
Red Black Tree - insert | Iterations: 3 Duration: 0.165000ms
Red Black Tree - insert | Iterations: 2 Duration: 0.081000ms
Red Black Tree - insert | Iterations: 3 Duration: 0.174000ms
Red Black Tree - insert | Iterations: 4 Duration: 0.149000ms
Red Black Tree - insert | Iterations: 3 Duration: 0.122000ms
Red Black Tree - insert | Iterations: 5 Duration: 0.294000ms
Red Black Tree - insert | Iterations: 4 Duration: 0.098000ms
Red Black Tree - insert | Iterations: 4 Duration: 0.152000ms
Red Black Tree - insert | Iterations: 5 Duration: 0.188000ms
Red Black Tree - insert | Iterations: 6 Duration: 0.109000ms
Red Black Tree - insert | Iterations: 5 Duration: 0.083000ms
Red Black Tree - insert | Iterations: 4 Duration: 0.310000ms
Red Black Tree - insert | Iterations: 5 Duration: 0.113000ms
Red Black Tree - insert | Iterations: 3 Duration: 0.104000ms
Red Black Tree - insert | Iterations: 6 Duration: 0.130000ms
Red Black Tree - insert | Iterations: 5 Duration: 0.114000ms
Red Black Tree - insert | Iterations: 7 Duration: 0.112000ms
Red Black Tree - insert | Iterations: 6 Duration: 0.110000ms
Red Black Tree - insert | Iterations: 4 Duration: 0.089000ms
Red Black Tree - insert | Iterations: 5 Duration: 0.127000ms
Red Black Tree - insert | Iterations: 6 Duration: 2.877000ms
Red Black Tree - insert | Iterations: 7 Duration: 0.102000ms
Red Black Tree - insert | Iterations: 4 Duration: 0.095000ms
Red Black Tree - insert | Iterations: 6 Duration: 0.107000ms
Red Black Tree - insert | Iterations: 6 Duration: 0.068000ms
Red Black Tree - insert | Iterations: 7 Duration: 0.099000ms
Red Black Tree - insert | Iterations: 7 Duration: 0.095000ms
Red Black Tree - insert | Iterations: 8 Duration: 0.260000ms
Red Black Tree - insert | Iterations: 9 Duration: 0.107000ms
Red Black Tree - insert | Iterations: 7 Duration: 0.079000ms
Red Black Tree - insert | Iterations: 9 Duration: 0.092000ms
Red Black Tree - insert | Iterations: 8 Duration: 0.087000ms
Red Black Tree - insert | Iterations: 6 Duration: 0.078000ms
Red Black Tree - insert | Iterations: 5 Duration: 0.076000ms
Red Black Tree - insert | Iterations: 8 Duration: 0.080000ms
Red Black Tree - insert | Iterations: 8 Duration: 0.092000ms
Red Black Tree - insert | Iterations: 5 Duration: 0.084000ms
Red Black Tree - insert | Iterations: 7 Duration: 0.076000ms
Red Black Tree - insert | Iterations: 9 Duration: 0.071000ms
Red Black Tree - insert | Iterations: 7 Duration: 0.069000ms
Red Black Tree - insert | Iterations: 6 Duration: 0.067000ms
Red Black Tree - insert | Iterations: 8 Duration: 0.068000ms
Red Black Tree - insert | Iterations: 7 Duration: 0.068000ms
Red Black Tree - insert | Iterations: 7 Duration: 0.077000ms
Red Black Tree - insert | Iterations: 9 Duration: 0.072000ms
