Hashset - insert | Iterations: 1 Duration: 1.640000ms
Hashset - insert | Iterations: 1 Duration: 0.120000ms
Hashset - insert | Iterations: 1 Duration: 0.110000ms
Hashset - insert | Iterations: 1 Duration: 0.046000ms
Hashset - insert | Iterations: 1 Duration: 0.043000ms
Hashset - insert | Iterations: 1 Duration: 0.045000ms
Hashset - insert | Iterations: 1 Duration: 0.102000ms
Hashset - insert | Iterations: 1 Duration: 0.060000ms
Hashset - insert | Iterations: 1 Duration: 0.106000ms
Hashset - insert | Iterations: 1 Duration: 0.069000ms
Hashset - insert | Iterations: 1 Duration: 0.074000ms
Hashset - insert | Iterations: 1 Duration: 0.044000ms
Hashset - insert | Iterations: 1 Duration: 0.064000ms
Hashset - insert | Iterations: 1 Duration: 0.828000ms
Hashset - insert | Iterations: 1 Duration: 0.079000ms
Hashset - insert | Iterations: 1 Duration: 0.054000ms
Hashset - insert | Iterations: 1 Duration: 0.061000ms
Hashset - insert | Iterations: 1 Duration: 0.055000ms
Hashset - insert | Iterations: 1 Duration: 0.057000ms
Hashset - insert | Iterations: 1 Duration: 0.042000ms
Hashset - insert | Iterations: 1 Duration: 0.044000ms
Hashset - insert | Iterations: 1 Duration: 0.041000ms
Hashset - insert | Iterations: 1 Duration: 0.159000ms
Hashset - insert | Iterations: 1 Duration: 0.521000ms
Hashset - insert | Iterations: 1 Duration: 0.109000ms
Hashset - insert | Iterations: 1 Duration: 0.070000ms
Hashset - insert | Iterations: 1 Duration: 0.064000ms
Hashset - insert | Iterations: 1 Duration: 0.058000ms
Hashset - insert | Iterations: 1 Duration: 0.058000ms
Hashset - insert | Iterations: 1 Duration: 0.516000ms
Hashset - insert | Iterations: 1 Duration: 0.059000ms
Hashset - insert | Iterations: 1 Duration: 0.044000ms
Hashset - insert | Iterations: 1 Duration: 0.043000ms
Hashset - insert | Iterations: 1 Duration: 0.041000ms
Hashset - insert | Iterations: 1 Duration: 0.043000ms
Hashset - insert | Iterations: 1 Duration: 0.043000ms
Hashset - insert | Iterations: 1 Duration: 0.042000ms
Hashset - insert | Iterations: 1 Duration: 0.045000ms
Hashset - insert | Iterations: 1 Duration: 0.043000ms
Hashset - insert | Iterations: 1 Duration: 0.043000ms
Hashset - insert | Iterations: 1 Duration: 0.042000ms
Hashset - insert | Iterations: 1 Duration: 0.047000ms
Hashset - insert | Iterations: 1 Duration: 0.035000ms
Hashset - insert | Iterations: 1 Duration: 0.035000ms
Hashset - insert | Iterations: 1 Duration: 0.035000ms
Hashset - insert | Iterations: 1 Duration: 0.036000ms
Hashset - insert | Iterations: 1 Duration: 0.036000ms
Hashset - insert | Iterations: 1 Duration: 0.034000ms
Hashset - insert | Iterations: 1 Duration: 0.036000ms
Hashset - insert | Iterations: 1 Duration: 0.035000ms
Hashset - search | Iterations: 1 Duration: 1.140000ms
Hashset - search | Iterations: 1 Duration: 0.024000ms
Hashset - search | Iterations: 1 Duration: 0.031000ms
Hashset - search | Iterations: 1 Duration: 0.019000ms
Hashset - search | Iterations: 1 Duration: 0.019000ms
Hashset - search | Iterations: 1 Duration: 0.017000ms
Hashset - search | Iterations: 1 Duration: 0.019000ms
Hashset - search | Iterations: 1 Duration: 0.017000ms
Hashset - search | Iterations: 1 Duration: 0.019000ms
Hashset - search | Iterations: 1 Duration: 0.018000ms
Hashset - search | Iterations: 1 Duration: 0.018000ms
Hashset - search | Iterations: 1 Duration: 0.020000ms
Hashset - search | Iterations: 1 Duration: 0.018000ms
Hashset - search | Iterations: 1 Duration: 0.018000ms
Hashset - search | Iterations: 1 Duration: 0.018000ms
Hashset - search | Iterations: 1 Duration: 0.019000ms
Hashset - search | Iterations: 1 Duration: 0.018000ms
Hashset - search | Iterations: 1 Duration: 0.017000ms
Hashset - search | Iterations: 1 Duration: 0.018000ms
Hashset - search | Iterations: 1 Duration: 0.019000ms
Hashset - search | Iterations: 1 Duration: 0.019000ms
Hashset - search | Iterations: 1 Duration: 0.018000ms
Hashset - search | Iterations: 1 Duration: 0.018000ms
Hashset - search | Iterations: 1 Duration: 0.017000ms
Hashset - search | Iterations: 1 Duration: 0.018000ms
Hashset - search | Iterations: 1 Duration: 0.018000ms
Hashset - search | Iterations: 1 Duration: 0.023000ms
Hashset - search | Iterations: 1 Duration: 0.018000ms
Hashset - search | Iterations: 1 Duration: 0.018000ms
Hashset - search | Iterations: 1 Duration: 0.019000ms
Hashset - delete | Iterations: 1 Duration: 0.416000ms
Hashset - delete | Iterations: 1 Duration: 0.037000ms
Hashset - delete | Iterations: 1 Duration: 0.116000ms
Hashset - delete | Iterations: 1 Duration: 0.042000ms
Hashset - delete | Iterations: 1 Duration: 0.034000ms
Hashset - delete | Iterations: 1 Duration: 0.041000ms
Hashset - delete | Iterations: 1 Duration: 0.047000ms
Hashset - delete | Iterations: 1 Duration: 0.035000ms
Hashset - delete | Iterations: 1 Duration: 0.066000ms
Hashset - delete | Iterations: 1 Duration: 0.059000ms
Hashset - delete | Iterations: 1 Duration: 0.041000ms
Hashset - delete | Iterations: 1 Duration: 0.040000ms
Hashset - delete | Iterations: 1 Duration: 0.072000ms
Hashset - delete | Iterations: 1 Duration: 0.050000ms
Hashset - delete | Iterations: 1 Duration: 0.044000ms
Hashset - delete | Iterations: 1 Duration: 0.043000ms
Hashset - delete | Iterations: 1 Duration: 0.041000ms
Hashset - delete | Iterations: 1 Duration: 0.041000ms
Hashset - delete | Iterations: 1 Duration: 0.041000ms
Hashset - delete | Iterations: 1 Duration: 0.046000ms
Hashset - delete | Iterations: 1 Duration: 0.041000ms
Hashset - delete | Iterations: 1 Duration: 0.045000ms
Hashset - delete | Iterations: 1 Duration: 0.048000ms
Hashset - delete | Iterations: 1 Duration: 0.037000ms
Hashset - delete | Iterations: 1 Duration: 0.024000ms
Hashset - delete | Iterations: 1 Duration: 0.027000ms
Hashset - delete | Iterations: 1 Duration: 0.053000ms
Hashset - delete | Iterations: 1 Duration: 0.027000ms
Hashset - delete | Iterations: 1 Duration: 0.024000ms
Hashset - delete | Iterations: 1 Duration: 0.026000ms
Red Black Tree - insert | Iterations: 1 Duration: 1.490000ms
Red Black Tree - insert | Iterations: 2 Duration: 0.199000ms
Red Black Tree - insert | Iterations: 2 Duration: 0.252000ms
Red Black Tree - insert | Iterations: 3 Duration: 0.097000ms
Red Black Tree - insert | Iterations: 3 Duration: 0.129000ms
Red Black Tree - insert | Iterations: 4 Duration: 0.115000ms
Red Black Tree - insert | Iterations: 4 Duration: 0.204000ms
Red Black Tree - insert | Iterations: 5 Duration: 0.181000ms
Red Black Tree - insert | Iterations: 3 Duration: 0.234000ms
Red Black Tree - insert | Iterations: 5 Duration: 0.164000ms
Red Black Tree - insert | Iterations: 5 Duration: 0.195000ms
Red Black Tree - insert | Iterations: 6 Duration: 0.153000ms
Red Black Tree - insert | Iterations: 5 Duration: 0.133000ms
Red Black Tree - insert | Iterations: 6 Duration: 0.936000ms
Red Black Tree - insert | Iterations: 6 Duration: 0.237000ms
Red Black Tree - insert | Iterations: 6 Duration: 0.127000ms
Red Black Tree - insert | Iterations: 6 Duration: 0.134000ms
Red Black Tree - insert | Iterations: 4 Duration: 0.104000ms
Red Black Tree - insert | Iterations: 7 Duration: 0.109000ms
Red Black Tree - insert | Iterations: 6 Duration: 0.111000ms
Red Black Tree - insert | Iterations: 3 Duration: 0.095000ms
Red Black Tree - insert | Iterations: 7 Duration: 0.079000ms
Red Black Tree - insert | Iterations: 7 Duration: 0.086000ms
Red Black Tree - insert | Iterations: 8 Duration: 7.727000ms
Red Black Tree - insert | Iterations: 5 Duration: 0.156000ms
Red Black Tree - insert | Iterations: 6 Duration: 0.115000ms
Red Black Tree - insert | Iterations: 6 Duration: 0.115000ms
Red Black Tree - insert | Iterations: 4 Duration: 0.131000ms
Red Black Tree - insert | Iterations: 7 Duration: 0.120000ms
Red Black Tree - insert | Iterations: 9 Duration: 0.313000ms
Red Black Tree - insert | Iterations: 7 Duration: 0.083000ms
Red Black Tree - insert | Iterations: 4 Duration: 0.079000ms
Red Black Tree - insert | Iterations: 4 Duration: 0.082000ms
Red Black Tree - insert | Iterations: 7 Duration: 0.086000ms
Red Black Tree - insert | Iterations: 6 Duration: 0.096000ms
Red Black Tree - insert | Iterations: 7 Duration: 0.087000ms
Red Black Tree - insert | Iterations: 5 Duration: 0.083000ms
Red Black Tree - insert | Iterations: 8 Duration: 0.099000ms
Red Black Tree - insert | Iterations: 5 Duration: 0.082000ms
Red Black Tree - insert | Iterations: 8 Duration: 0.070000ms
Red Black Tree - insert | Iterations: 6 Duration: 0.079000ms
Red Black Tree - insert | Iterations: 7 Duration: 0.091000ms
Red Black Tree - insert | Iterations: 9 Duration: 0.094000ms
Red Black Tree - insert | Iterations: 7 Duration: 0.083000ms
Red Black Tree - insert | Iterations: 8 Duration: 0.085000ms
Red Black Tree - insert | Iterations: 5 Duration: 0.087000ms
Red Black Tree - insert | Iterations: 10 Duration: 0.071000ms
Red Black Tree - insert | Iterations: 11 Duration: 0.074000ms
Red Black Tree - insert | Iterations: 7 Duration: 0.079000ms
Red Black Tree - insert | Iterations: 8 Duration: 0.085000ms
Red Black Tree - search | Iterations: 3 Duration: 0.187000ms
Red Black Tree - search | Iterations: 5 Duration: 0.056000ms
Red Black Tree - search | Iterations: 6 Duration: 0.046000ms
Red Black Tree - search | Iterations: 6 Duration: 0.090000ms
Red Black Tree - search | Iterations: 8 Duration: 0.092000ms
Red Black Tree - search | Iterations: 4 Duration: 0.058000ms
Red Black Tree - search | Iterations: 1 Duration: 0.031000ms
Red Black Tree - search | Iterations: 5 Duration: 0.064000ms
Red Black Tree - search | Iterations: 8 Duration: 0.090000ms
Red Black Tree - search | Iterations: 5 Duration: 0.069000ms
Red Black Tree - search | Iterations: 7 Duration: 0.075000ms
Red Black Tree - search | Iterations: 4 Duration: 0.046000ms
Red Black Tree - search | Iterations: 3 Duration: 0.041000ms
Red Black Tree - search | Iterations: 2 Duration: 0.043000ms
Red Black Tree - search | Iterations: 7 Duration: 0.066000ms
Red Black Tree - search | Iterations: 3 Duration: 0.040000ms
Red Black Tree - search | Iterations: 8 Duration: 0.098000ms
Red Black Tree - search | Iterations: 5 Duration: 0.051000ms
Red Black Tree - search | Iterations: 4 Duration: 0.076000ms
Red Black Tree - search | Iterations: 6 Duration: 0.067000ms
Red Black Tree - search | Iterations: 8 Duration: 0.066000ms
Red Black Tree - search | Iterations: 7 Duration: 0.073000ms
Red Black Tree - search | Iterations: 8 Duration: 0.041000ms
Red Black Tree - search | Iterations: 5 Duration: 0.046000ms
Red Black Tree - search | Iterations: 6 Duration: 0.069000ms
Red Black Tree - search | Iterations: 7 Duration: 0.046000ms
Red Black Tree - search | Iterations: 5 Duration: 0.045000ms
Red Black Tree - search | Iterations: 6 Duration: 0.053000ms
Red Black Tree - search | Iterations: 4 Duration: 0.033000ms
Red Black Tree - search | Iterations: 5 Duration: 0.042000ms
Red Black Tree - delete | Iterations: 4 Duration: 4.569000ms
Red Black Tree - delete | Iterations: 9 Duration: 0.180000ms
Red Black Tree - delete | Iterations: 8 Duration: 0.129000ms
Red Black Tree - delete | Iterations: 6 Duration: 0.169000ms
Red Black Tree - delete | Iterations: 8 Duration: 0.149000ms
Red Black Tree - delete | Iterations: 5 Duration: 0.112000ms
Red Black Tree - delete | Iterations: 7 Duration: 0.126000ms
Red Black Tree - delete | Iterations: 8 Duration: 0.168000ms
Red Black Tree - delete | Iterations: 3 Duration: 0.108000ms
