Hashset - insert | Iterations: 1 Duration: 6.100000ms
Hashset - insert | Iterations: 1 Duration: 4.400000ms
Hashset - insert | Iterations: 1 Duration: 4.300000ms
Hashset - insert | Iterations: 1 Duration: 4.400000ms
Hashset - insert | Iterations: 1 Duration: 4.399000ms
Hashset - insert | Iterations: 1 Duration: 4.300000ms
Hashset - insert | Iterations: 1 Duration: 4.400000ms
Hashset - insert | Iterations: 1 Duration: 4.400000ms
Hashset - insert | Iterations: 1 Duration: 4.400000ms
Hashset - insert | Iterations: 1 Duration: 4.200000ms
Hashset - insert | Iterations: 1 Duration: 4.300000ms
Hashset - insert | Iterations: 1 Duration: 4.200000ms
Hashset - insert | Iterations: 1 Duration: 5.700000ms
Hashset - insert | Iterations: 1 Duration: 5.400000ms
Hashset - insert | Iterations: 1 Duration: 4.500000ms
Hashset - insert | Iterations: 1 Duration: 4.400000ms
Hashset - insert | Iterations: 1 Duration: 4.400000ms
Hashset - insert | Iterations: 1 Duration: 4.300000ms
Hashset - insert | Iterations: 1 Duration: 4.400000ms
Hashset - insert | Iterations: 1 Duration: 4.500000ms
Hashset - insert | Iterations: 1 Duration: 4.300000ms
Hashset - insert | Iterations: 1 Duration: 4.400000ms
Hashset - insert | Iterations: 1 Duration: 4.500000ms
Hashset - insert | Iterations: 1 Duration: 4.500000ms
Hashset - insert | Iterations: 1 Duration: 4.400000ms
Hashset - insert | Iterations: 1 Duration: 7.500000ms
Hashset - insert | Iterations: 1 Duration: 4.200000ms
Hashset - insert | Iterations: 1 Duration: 4.000000ms
Hashset - insert | Iterations: 1 Duration: 4.000000ms
Hashset - insert | Iterations: 1 Duration: 4.500000ms
Hashset - insert | Iterations: 1 Duration: 4.100000ms
Hashset - insert | Iterations: 1 Duration: 4.100000ms
Hashset - insert | Iterations: 1 Duration: 4.100000ms
Hashset - insert | Iterations: 1 Duration: 4.100000ms
Hashset - insert | Iterations: 1 Duration: 4.100000ms
Hashset - insert | Iterations: 1 Duration: 4.100000ms
Hashset - insert | Iterations: 1 Duration: 4.100000ms
Hashset - insert | Iterations: 1 Duration: 4.100000ms
Hashset - insert | Iterations: 1 Duration: 4.200000ms
Hashset - insert | Iterations: 1 Duration: 4.100000ms
Hashset - insert | Iterations: 1 Duration: 4.200000ms
Hashset - insert | Iterations: 1 Duration: 4.200000ms
Hashset - insert | Iterations: 1 Duration: 4.200000ms
Hashset - insert | Iterations: 1 Duration: 4.100000ms
Hashset - insert | Iterations: 1 Duration: 4.100000ms
Hashset - insert | Iterations: 1 Duration: 4.100000ms
Hashset - insert | Iterations: 1 Duration: 4.200000ms
Hashset - insert | Iterations: 1 Duration: 4.201000ms
Hashset - insert | Iterations: 1 Duration: 4.099000ms
Hashset - insert | Iterations: 1 Duration: 4.099000ms
Hashset - search | Iterations: 1 Duration: 3.999000ms
Hashset - search | Iterations: 1 Duration: 3.999000ms
Hashset - search | Iterations: 1 Duration: 3.899000ms
Hashset - search | Iterations: 1 Duration: 3.899000ms
Hashset - search | Iterations: 1 Duration: 4.000000ms
Hashset - search | Iterations: 1 Duration: 3.900000ms
Hashset - search | Iterations: 1 Duration: 3.900000ms
Hashset - search | Iterations: 1 Duration: 4.000000ms
Hashset - search | Iterations: 1 Duration: 4.000000ms
Hashset - search | Iterations: 1 Duration: 3.900000ms
Hashset - search | Iterations: 1 Duration: 3.899000ms
Hashset - search | Iterations: 1 Duration: 3.999000ms
Hashset - search | Iterations: 1 Duration: 3.999000ms
Hashset - search | Iterations: 1 Duration: 3.900000ms
Hashset - search | Iterations: 1 Duration: 3.900000ms
Hashset - search | Iterations: 1 Duration: 3.800000ms
Hashset - search | Iterations: 1 Duration: 3.900000ms
Hashset - search | Iterations: 1 Duration: 4.000000ms
Hashset - search | Iterations: 1 Duration: 3.899000ms
Hashset - search | Iterations: 1 Duration: 3.999000ms
Hashset - search | Iterations: 1 Duration: 3.800000ms
Hashset - search | Iterations: 1 Duration: 3.900000ms
Hashset - search | Iterations: 1 Duration: 4.000000ms
Hashset - search | Iterations: 1 Duration: 4.000000ms
Hashset - search | Iterations: 1 Duration: 3.900000ms
Hashset - search | Iterations: 1 Duration: 4.000000ms
Hashset - search | Iterations: 1 Duration: 3.900000ms
Hashset - search | Iterations: 1 Duration: 3.900000ms
Hashset - search | Iterations: 1 Duration: 3.900000ms
Hashset - search | Iterations: 1 Duration: 3.900000ms
Hashset - delete | Iterations: 1 Duration: 4.200000ms
Hashset - delete | Iterations: 1 Duration: 4.100000ms
Hashset - delete | Iterations: 1 Duration: 4.100000ms
Hashset - delete | Iterations: 1 Duration: 4.100000ms
Hashset - delete | Iterations: 1 Duration: 4.100000ms
Hashset - delete | Iterations: 1 Duration: 4.100000ms
Hashset - delete | Iterations: 1 Duration: 4.100000ms
Hashset - delete | Iterations: 1 Duration: 4.199000ms
Hashset - delete | Iterations: 1 Duration: 4.300000ms
Hashset - delete | Iterations: 1 Duration: 4.000000ms
Hashset - delete | Iterations: 1 Duration: 4.000000ms
Hashset - delete | Iterations: 1 Duration: 4.200000ms
Hashset - delete | Iterations: 1 Duration: 4.100000ms
Hashset - delete | Iterations: 1 Duration: 4.100000ms
Hashset - delete | Iterations: 1 Duration: 4.000000ms
Hashset - delete | Iterations: 1 Duration: 4.200000ms
Hashset - delete | Iterations: 1 Duration: 4.100000ms
Hashset - delete | Iterations: 1 Duration: 4.200000ms
Hashset - delete | Iterations: 1 Duration: 4.099000ms
Hashset - delete | Iterations: 1 Duration: 3.900000ms
Hashset - delete | Iterations: 1 Duration: 4.200000ms
Hashset - delete | Iterations: 1 Duration: 4.100000ms
Hashset - delete | Iterations: 1 Duration: 4.000000ms
Hashset - delete | Iterations: 1 Duration: 3.900000ms
Hashset - delete | Iterations: 1 Duration: 4.100000ms
Hashset - delete | Iterations: 1 Duration: 3.900000ms
Hashset - delete | Iterations: 1 Duration: 4.099000ms
Hashset - delete | Iterations: 1 Duration: 4.199000ms
Hashset - delete | Iterations: 1 Duration: 4.100000ms
Hashset - delete | Iterations: 1 Duration: 4.000000ms
Red Black Tree - insert | Iterations: 4 Duration: 5.000000ms
Red Black Tree - insert | Iterations: 4 Duration: 5.000000ms
Red Black Tree - insert | Iterations: 4 Duration: 4.500000ms
Red Black Tree - insert | Iterations: 4 Duration: 4.500000ms
Red Black Tree - insert | Iterations: 4 Duration: 4.400000ms
Red Black Tree - insert | Iterations: 4 Duration: 4.699000ms
Red Black Tree - insert | Iterations: 4 Duration: 4.399000ms
Red Black Tree - insert | Iterations: 4 Duration: 4.500000ms
Red Black Tree - insert | Iterations: 4 Duration: 4.400000ms
Red Black Tree - insert | Iterations: 4 Duration: 4.400000ms
Red Black Tree - insert | Iterations: 4 Duration: 4.500000ms
Red Black Tree - insert | Iterations: 4 Duration: 4.500000ms
Red Black Tree - insert | Iterations: 4 Duration: 4.500000ms
Red Black Tree - insert | Iterations: 4 Duration: 4.700000ms
Red Black Tree - insert | Iterations: 4 Duration: 4.400000ms
Red Black Tree - insert | Iterations: 4 Duration: 10.300000ms
Red Black Tree - insert | Iterations: 4 Duration: 6.900000ms
Red Black Tree - insert | Iterations: 4 Duration: 8.800000ms
Red Black Tree - insert | Iterations: 4 Duration: 4.800000ms
Red Black Tree - insert | Iterations: 4 Duration: 4.699000ms
Red Black Tree - insert | Iterations: 4 Duration: 4.700000ms
Red Black Tree - insert | Iterations: 4 Duration: 4.799000ms
Red Black Tree - insert | Iterations: 4 Duration: 4.800000ms
Red Black Tree - insert | Iterations: 4 Duration: 4.700000ms
Red Black Tree - insert | Iterations: 4 Duration: 4.800000ms
Red Black Tree - insert | Iterations: 4 Duration: 4.700000ms
Red Black Tree - insert | Iterations: 4 Duration: 4.500000ms
Red Black Tree - insert | Iterations: 4 Duration: 4.400000ms
Red Black Tree - insert | Iterations: 4 Duration: 4.300000ms
Red Black Tree - insert | Iterations: 4 Duration: 4.500000ms
Red Black Tree - insert | Iterations: 4 Duration: 4.300000ms
Red Black Tree - insert | Iterations: 4 Duration: 4.400000ms
Red Black Tree - insert | Iterations: 4 Duration: 4.301000ms
Red Black Tree - insert | Iterations: 4 Duration: 4.401000ms
Red Black Tree - insert | Iterations: 4 Duration: 4.400000ms
Red Black Tree - insert | Iterations: 4 Duration: 4.500000ms
Red Black Tree - insert | Iterations: 4 Duration: 4.400000ms
Red Black Tree - insert | Iterations: 4 Duration: 4.300000ms
Red Black Tree - insert | Iterations: 4 Duration: 4.500000ms
Red Black Tree - insert | Iterations: 4 Duration: 4.300000ms
Red Black Tree - insert | Iterations: 4 Duration: 4.400000ms
Red Black Tree - insert | Iterations: 4 Duration: 4.300000ms
Red Black Tree - insert | Iterations: 4 Duration: 4.200000ms
Red Black Tree - insert | Iterations: 4 Duration: 4.200000ms
Red Black Tree - insert | Iterations: 4 Duration: 4.200000ms
Red Black Tree - insert | Iterations: 4 Duration: 4.200000ms
Red Black Tree - insert | Iterations: 4 Duration: 4.200000ms
Red Black Tree - insert | Iterations: 4 Duration: 4.200000ms
Red Black Tree - insert | Iterations: 4 Duration: 4.301000ms
Red Black Tree - insert | Iterations: 4 Duration: 4.200000ms
Red Black Tree - search | Iterations: 11 Duration: 4.099000ms
Red Black Tree - search | Iterations: 3 Duration: 4.000000ms
Red Black Tree - search | Iterations: 10 Duration: 4.100000ms
Red Black Tree - search | Iterations: 3 Duration: 4.000000ms
Red Black Tree - search | Iterations: 3 Duration: 3.900000ms
Red Black Tree - search | Iterations: 5 Duration: 3.901000ms
Red Black Tree - search | Iterations: 6 Duration: 4.101000ms
Red Black Tree - search | Iterations: 6 Duration: 4.000000ms
Red Black Tree - search | Iterations: 2 Duration: 3.900000ms
Red Black Tree - search | Iterations: 4 Duration: 3.900000ms
Red Black Tree - search | Iterations: 5 Duration: 4.000000ms
Red Black Tree - search | Iterations: 5 Duration: 4.000000ms
Red Black Tree - search | Iterations: 1 Duration: 4.001000ms
Red Black Tree - search | Iterations: 5 Duration: 4.000000ms
Red Black Tree - search | Iterations: 2 Duration: 4.000000ms
Red Black Tree - search | Iterations: 11 Duration: 4.000000ms
Red Black Tree - search | Iterations: 3 Duration: 4.000000ms
Red Black Tree - search | Iterations: 7 Duration: 4.100000ms
Red Black Tree - search | Iterations: 5 Duration: 4.000000ms
Red Black Tree - search | Iterations: 5 Duration: 4.000000ms
Red Black Tree - search | Iterations: 10 Duration: 4.101000ms
Red Black Tree - search | Iterations: 7 Duration: 4.100000ms
Red Black Tree - search | Iterations: 4 Duration: 3.900000ms
Red Black Tree - search | Iterations: 9 Duration: 4.000000ms
Red Black Tree - search | Iterations: 11 Duration: 4.000000ms
Red Black Tree - search | Iterations: 7 Duration: 4.000000ms
Red Black Tree - search | Iterations: 4 Duration: 4.000000ms
Red Black Tree - search | Iterations: 3 Duration: 4.000000ms
Red Black Tree - search | Iterations: 0 Duration: 4.000000ms
Red Black Tree - search | Iterations: 5 Duration: 3.901000ms
Red Black Tree - delete | Iterations: 4 Duration: 4.400000ms
Red Black Tree - delete | Iterations: 7 Duration: 4.300000ms
Red Black Tree - delete | Iterations: 6 Duration: 4.300000ms
Red Black Tree - delete | Iterations: 8 Duration: 4.200000ms
Red Black Tree - delete | Iterations: 9 Duration: 4.300000ms
Red Black Tree - delete | Iterations: 4 Duration: 4.300000ms
Red Black Tree - delete | Iterations: 4 Duration: 4.301000ms
Red Black Tree - delete | Iterations: 11 Duration: 4.401000ms
Red Black Tree - delete | Iterations: 7 Duration: 4.300000ms
Red Black Tree - delete | Iterations: 8 Duration: 4.300000ms
Red Black Tree - delete | Iterations: 5 Duration: 4.200000ms
Red Black Tree - delete | Iterations: 7 Duration: 4.300000ms
Red Black Tree - delete | Iterations: 13 Duration: 4.300000ms
Red Black Tree - delete | Iterations: 9 Duration: 4.300000ms
Red Black Tree - delete | Iterations: 10 Duration: 4.300000ms
Red Black Tree - delete | Iterations: 8 Duration: 4.300000ms
Red Black Tree - delete | Iterations: 5 Duration: 4.200000ms
Red Black Tree - delete | Iterations: 6 Duration: 4.200000ms
Red Black Tree - delete | Iterations: 8 Duration: 4.300000ms
Red Black Tree - delete | Iterations: 4 Duration: 4.301000ms
Red Black Tree - delete | Iterations: 5 Duration: 4.199000ms
Red Black Tree - delete | Iterations: 3 Duration: 4.200000ms
Red Black Tree - delete | Iterations: 11 Duration: 4.400000ms
Red Black Tree - delete | Iterations: 7 Duration: 4.300000ms
Red Black Tree - delete | Iterations: 6 Duration: 4.200000ms
Red Black Tree - delete | Iterations: 7 Duration: 4.200000ms
Red Black Tree - delete | Iterations: 9 Duration: 4.301000ms
Red Black Tree - delete | Iterations: 2 Duration: 4.301000ms
Red Black Tree - delete | Iterations: 6 Duration: 4.100000ms
Red Black Tree - delete | Iterations: 7 Duration: 4.200000ms
BinarySearch - insert | Iterations: 1 Duration: 4.500000ms
BinarySearch - insert | Iterations: 1 Duration: 4.200000ms
BinarySearch - insert | Iterations: 1 Duration: 4.001000ms
BinarySearch - insert | Iterations: 1 Duration: 4.100000ms
BinarySearch - insert | Iterations: 1 Duration: 4.200000ms
BinarySearch - insert | Iterations: 1 Duration: 4.100000ms
BinarySearch - insert | Iterations: 1 Duration: 4.100000ms
BinarySearch - insert | Iterations: 1 Duration: 4.300000ms
BinarySearch - insert | Iterations: 1 Duration: 4.200000ms
BinarySearch - insert | Iterations: 1 Duration: 4.200000ms
BinarySearch - insert | Iterations: 1 Duration: 4.100000ms
BinarySearch - insert | Iterations: 1 Duration: 4.200000ms
BinarySearch - insert | Iterations: 1 Duration: 4.200000ms
BinarySearch - insert | Iterations: 1 Duration: 4.500000ms
BinarySearch - insert | Iterations: 1 Duration: 4.300000ms
BinarySearch - insert | Iterations: 1 Duration: 4.300000ms
BinarySearch - insert | Iterations: 1 Duration: 4.100000ms
BinarySearch - insert | Iterations: 1 Duration: 4.300000ms
BinarySearch - insert | Iterations: 1 Duration: 4.200000ms
BinarySearch - insert | Iterations: 1 Duration: 4.099000ms
BinarySearch - insert | Iterations: 1 Duration: 4.100000ms
BinarySearch - insert | Iterations: 1 Duration: 4.200000ms
BinarySearch - insert | Iterations: 1 Duration: 4.200000ms
BinarySearch - insert | Iterations: 1 Duration: 4.100000ms
BinarySearch - insert | Iterations: 1 Duration: 4.200000ms
BinarySearch - insert | Iterations: 1 Duration: 4.100000ms
BinarySearch - insert | Iterations: 1 Duration: 4.100000ms
BinarySearch - insert | Iterations: 1 Duration: 4.100000ms
BinarySearch - insert | Iterations: 1 Duration: 4.200000ms
BinarySearch - insert | Iterations: 1 Duration: 4.500000ms
BinarySearch - insert | Iterations: 1 Duration: 4.200000ms
BinarySearch - insert | Iterations: 1 Duration: 4.100000ms
BinarySearch - insert | Iterations: 1 Duration: 4.100000ms
