Hashset - insert | Iterations: 1 Duration: 21.800000ms
Hashset - insert | Iterations: 1 Duration: 6.700000ms
Hashset - insert | Iterations: 1 Duration: 6.100000ms
Hashset - insert | Iterations: 1 Duration: 6.200000ms
Hashset - insert | Iterations: 1 Duration: 6.100000ms
Hashset - insert | Iterations: 1 Duration: 6.001000ms
Hashset - insert | Iterations: 1 Duration: 6.400000ms
Hashset - insert | Iterations: 1 Duration: 6.100000ms
Hashset - insert | Iterations: 1 Duration: 6.200000ms
Hashset - insert | Iterations: 1 Duration: 6.200000ms
Hashset - insert | Iterations: 1 Duration: 6.100000ms
Hashset - insert | Iterations: 1 Duration: 6.100000ms
Hashset - insert | Iterations: 1 Duration: 6.099000ms
Hashset - insert | Iterations: 1 Duration: 16.700000ms
Hashset - insert | Iterations: 1 Duration: 6.100000ms
Hashset - insert | Iterations: 1 Duration: 6.200000ms
Hashset - insert | Iterations: 1 Duration: 6.200000ms
Hashset - insert | Iterations: 1 Duration: 6.101000ms
Hashset - insert | Iterations: 1 Duration: 6.100000ms
Hashset - insert | Iterations: 1 Duration: 6.100000ms
Hashset - insert | Iterations: 1 Duration: 6.000000ms
Hashset - insert | Iterations: 1 Duration: 6.000000ms
Hashset - insert | Iterations: 1 Duration: 6.100000ms
Hashset - insert | Iterations: 1 Duration: 6.100000ms
Hashset - insert | Iterations: 1 Duration: 6.099000ms
Hashset - insert | Iterations: 1 Duration: 6.200000ms
Hashset - insert | Iterations: 1 Duration: 6.100000ms
Hashset - insert | Iterations: 1 Duration: 6.100000ms
Hashset - insert | Iterations: 1 Duration: 6.000000ms
Hashset - insert | Iterations: 1 Duration: 8.200000ms
Hashset - insert | Iterations: 1 Duration: 6.099000ms
Hashset - insert | Iterations: 1 Duration: 6.099000ms
Hashset - insert | Iterations: 1 Duration: 6.100000ms
Hashset - insert | Iterations: 1 Duration: 6.000000ms
Hashset - insert | Iterations: 1 Duration: 6.000000ms
Hashset - insert | Iterations: 1 Duration: 6.001000ms
