Hashset - insert | Iterations: 1 Duration: 1.582000ms
Hashset - insert | Iterations: 1 Duration: 0.085000ms
Hashset - insert | Iterations: 1 Duration: 0.092000ms
Hashset - insert | Iterations: 1 Duration: 0.034000ms
Hashset - insert | Iterations: 1 Duration: 0.057000ms
Hashset - insert | Iterations: 1 Duration: 0.033000ms
Hashset - insert | Iterations: 1 Duration: 0.034000ms
Hashset - insert | Iterations: 1 Duration: 0.032000ms
Hashset - insert | Iterations: 1 Duration: 0.067000ms
Hashset - insert | Iterations: 1 Duration: 0.067000ms
Hashset - insert | Iterations: 1 Duration: 0.051000ms
Hashset - insert | Iterations: 1 Duration: 0.036000ms
Hashset - insert | Iterations: 1 Duration: 0.037000ms
Hashset - insert | Iterations: 1 Duration: 1.170000ms
Hashset - insert | Iterations: 1 Duration: 0.060000ms
Hashset - insert | Iterations: 1 Duration: 0.033000ms
Hashset - insert | Iterations: 1 Duration: 0.064000ms
Hashset - insert | Iterations: 1 Duration: 0.050000ms
Hashset - insert | Iterations: 1 Duration: 0.033000ms
Hashset - insert | Iterations: 1 Duration: 0.032000ms
Hashset - insert | Iterations: 1 Duration: 0.044000ms
Hashset - insert | Iterations: 1 Duration: 0.032000ms
Hashset - insert | Iterations: 1 Duration: 0.104000ms
Hashset - insert | Iterations: 1 Duration: 0.110000ms
Hashset - insert | Iterations: 1 Duration: 0.054000ms
Hashset - insert | Iterations: 1 Duration: 0.032000ms
Hashset - insert | Iterations: 1 Duration: 0.033000ms
Hashset - insert | Iterations: 1 Duration: 0.032000ms
Hashset - insert | Iterations: 1 Duration: 0.064000ms
Hashset - insert | Iterations: 1 Duration: 0.284000ms
Hashset - insert | Iterations: 1 Duration: 0.051000ms
Hashset - insert | Iterations: 1 Duration: 0.044000ms
Hashset - insert | Iterations: 1 Duration: 0.032000ms
Hashset - insert | Iterations: 1 Duration: 0.032000ms
Hashset - insert | Iterations: 1 Duration: 0.031000ms
Hashset - insert | Iterations: 1 Duration: 0.032000ms
Hashset - insert | Iterations: 1 Duration: 0.033000ms
Hashset - insert | Iterations: 1 Duration: 0.033000ms
Hashset - insert | Iterations: 1 Duration: 0.032000ms
Hashset - insert | Iterations: 1 Duration: 0.032000ms
Hashset - insert | Iterations: 1 Duration: 0.032000ms
Hashset - insert | Iterations: 1 Duration: 0.032000ms
Hashset - insert | Iterations: 1 Duration: 0.032000ms
Hashset - insert | Iterations: 1 Duration: 0.031000ms
Hashset - insert | Iterations: 1 Duration: 0.032000ms
Hashset - insert | Iterations: 1 Duration: 0.031000ms
Hashset - insert | Iterations: 1 Duration: 0.032000ms
Hashset - insert | Iterations: 1 Duration: 0.031000ms
Hashset - insert | Iterations: 1 Duration: 0.031000ms
Hashset - insert | Iterations: 1 Duration: 0.033000ms
Hashset - search | Iterations: 1 Duration: 0.119000ms
Hashset - search | Iterations: 1 Duration: 0.015000ms
Hashset - search | Iterations: 1 Duration: 0.016000ms
Hashset - search | Iterations: 1 Duration: 0.016000ms
Hashset - search | Iterations: 1 Duration: 0.016000ms
Hashset - search | Iterations: 1 Duration: 0.016000ms
Hashset - search | Iterations: 1 Duration: 0.016000ms
Hashset - search | Iterations: 1 Duration: 0.017000ms
Hashset - search | Iterations: 1 Duration: 0.017000ms
Hashset - search | Iterations: 1 Duration: 0.017000ms
Hashset - search | Iterations: 1 Duration: 0.016000ms
Hashset - search | Iterations: 1 Duration: 0.016000ms
Hashset - search | Iterations: 1 Duration: 0.016000ms
Hashset - search | Iterations: 1 Duration: 0.016000ms
Hashset - search | Iterations: 1 Duration: 0.016000ms
Hashset - search | Iterations: 1 Duration: 0.015000ms
Hashset - search | Iterations: 1 Duration: 0.016000ms
Hashset - search | Iterations: 1 Duration: 0.016000ms
Hashset - search | Iterations: 1 Duration: 0.016000ms
Hashset - search | Iterations: 1 Duration: 0.015000ms
Hashset - search | Iterations: 1 Duration: 0.017000ms
Hashset - search | Iterations: 1 Duration: 0.017000ms
Hashset - search | Iterations: 1 Duration: 0.016000ms
Hashset - search | Iterations: 1 Duration: 0.016000ms
Hashset - search | Iterations: 1 Duration: 0.016000ms
Hashset - search | Iterations: 1 Duration: 0.015000ms
Hashset - search | Iterations: 1 Duration: 0.034000ms
Hashset - search | Iterations: 1 Duration: 0.016000ms
Hashset - search | Iterations: 1 Duration: 0.015000ms
Hashset - search | Iterations: 1 Duration: 0.017000ms
Hashset - delete | Iterations: 1 Duration: 0.101000ms
Hashset - delete | Iterations: 1 Duration: 0.041000ms
Hashset - delete | Iterations: 1 Duration: 0.041000ms
Hashset - delete | Iterations: 1 Duration: 0.034000ms
Hashset - delete | Iterations: 1 Duration: 0.037000ms
Hashset - delete | Iterations: 1 Duration: 0.031000ms
Hashset - delete | Iterations: 1 Duration: 0.046000ms
Hashset - delete | Iterations: 1 Duration: 0.030000ms
Hashset - delete | Iterations: 1 Duration: 0.044000ms
Hashset - delete | Iterations: 1 Duration: 0.081000ms
Hashset - delete | Iterations: 1 Duration: 0.067000ms
Hashset - delete | Iterations: 1 Duration: 0.043000ms
Hashset - delete | Iterations: 1 Duration: 0.034000ms
Hashset - delete | Iterations: 1 Duration: 0.036000ms
Hashset - delete | Iterations: 1 Duration: 0.036000ms
Hashset - delete | Iterations: 1 Duration: 0.031000ms
Hashset - delete | Iterations: 1 Duration: 0.032000ms
Hashset - delete | Iterations: 1 Duration: 0.031000ms
Hashset - delete | Iterations: 1 Duration: 0.038000ms
Hashset - delete | Iterations: 1 Duration: 0.033000ms
Hashset - delete | Iterations: 1 Duration: 0.031000ms
Hashset - delete | Iterations: 1 Duration: 0.032000ms
Hashset - delete | Iterations: 1 Duration: 0.033000ms
Hashset - delete | Iterations: 1 Duration: 0.029000ms
Hashset - delete | Iterations: 1 Duration: 0.034000ms
Hashset - delete | Iterations: 1 Duration: 0.031000ms
Hashset - delete | Iterations: 1 Duration: 0.033000ms
Hashset - delete | Iterations: 1 Duration: 0.035000ms
Hashset - delete | Iterations: 1 Duration: 0.032000ms
Hashset - delete | Iterations: 1 Duration: 0.032000ms
Red Black Tree - insert | Iterations: 1 Duration: 0.458000ms
Red Black Tree - insert | Iterations: 2 Duration: 0.153000ms
Red Black Tree - insert | Iterations: 2 Duration: 0.165000ms
Red Black Tree - insert | Iterations: 3 Duration: 0.118000ms
Red Black Tree - insert | Iterations: 4 Duration: 0.229000ms
Red Black Tree - insert | Iterations: 3 Duration: 0.125000ms
Red Black Tree - insert | Iterations: 4 Duration: 0.090000ms
Red Black Tree - insert | Iterations: 5 Duration: 0.231000ms
Red Black Tree - insert | Iterations: 6 Duration: 0.224000ms
Red Black Tree - insert | Iterations: 7 Duration: 0.139000ms
Red Black Tree - insert | Iterations: 8 Duration: 0.071000ms
Red Black Tree - insert | Iterations: 5 Duration: 0.118000ms
Red Black Tree - insert | Iterations: 6 Duration: 0.100000ms
Red Black Tree - insert | Iterations: 4 Duration: 0.268000ms
Red Black Tree - insert | Iterations: 8 Duration: 0.196000ms
Red Black Tree - insert | Iterations: 9 Duration: 0.133000ms
Red Black Tree - insert | Iterations: 7 Duration: 0.129000ms
Red Black Tree - insert | Iterations: 10 Duration: 0.096000ms
Red Black Tree - insert | Iterations: 10 Duration: 0.113000ms
Red Black Tree - insert | Iterations: 6 Duration: 0.084000ms
Red Black Tree - insert | Iterations: 4 Duration: 0.100000ms
Red Black Tree - insert | Iterations: 11 Duration: 0.089000ms
Red Black Tree - insert | Iterations: 8 Duration: 0.074000ms
Red Black Tree - insert | Iterations: 11 Duration: 1.254000ms
Red Black Tree - insert | Iterations: 7 Duration: 0.079000ms
Red Black Tree - insert | Iterations: 5 Duration: 0.077000ms
Red Black Tree - insert | Iterations: 12 Duration: 0.093000ms
Red Black Tree - insert | Iterations: 7 Duration: 0.075000ms
Red Black Tree - insert | Iterations: 9 Duration: 0.097000ms
Red Black Tree - insert | Iterations: 7 Duration: 0.301000ms
Red Black Tree - insert | Iterations: 5 Duration: 0.090000ms
Red Black Tree - insert | Iterations: 8 Duration: 0.085000ms
Red Black Tree - insert | Iterations: 10 Duration: 0.083000ms
Red Black Tree - insert | Iterations: 3 Duration: 0.072000ms
Red Black Tree - insert | Iterations: 3 Duration: 0.061000ms
Red Black Tree - insert | Iterations: 11 Duration: 0.093000ms
Red Black Tree - insert | Iterations: 9 Duration: 0.073000ms
Red Black Tree - insert | Iterations: 6 Duration: 0.070000ms
Red Black Tree - insert | Iterations: 10 Duration: 0.075000ms
Red Black Tree - insert | Iterations: 11 Duration: 0.084000ms
Red Black Tree - insert | Iterations: 9 Duration: 0.085000ms
Red Black Tree - insert | Iterations: 9 Duration: 0.070000ms
Red Black Tree - insert | Iterations: 12 Duration: 0.093000ms
Red Black Tree - insert | Iterations: 10 Duration: 0.075000ms
Red Black Tree - insert | Iterations: 12 Duration: 0.083000ms
Red Black Tree - insert | Iterations: 4 Duration: 0.069000ms
Red Black Tree - insert | Iterations: 12 Duration: 0.079000ms
Red Black Tree - insert | Iterations: 11 Duration: 0.090000ms
Red Black Tree - insert | Iterations: 8 Duration: 0.069000ms
Red Black Tree - insert | Iterations: 8 Duration: 0.087000ms
Red Black Tree - search | Iterations: 6 Duration: 0.117000ms
Red Black Tree - search | Iterations: 2 Duration: 0.031000ms
Red Black Tree - search | Iterations: 1 Duration: 0.029000ms
Red Black Tree - search | Iterations: 8 Duration: 0.108000ms
Red Black Tree - search | Iterations: 3 Duration: 0.031000ms
